deviceID	fromDate	toDate	consumption	userID
331804188-Overall	7/1/2015 6:43	7/1/2015 6:44	301	32
167203295-Overall	7/1/2015 6:43	7/1/2015 6:44	150	29
908983910-Overall	7/1/2015 6:43	7/1/2015 6:44	42	22
1454442161-Overall	7/1/2015 6:43	7/1/2015 6:44	198	21
1741156914-Overall	7/1/2015 6:43	7/1/2015 6:44	370	24
687157380-Overall	7/1/2015 6:43	7/1/2015 6:44	848	23
687157380-Overall	7/1/2015 6:44	7/1/2015 6:45	852	23
1741156914-Overall	7/1/2015 6:44	7/1/2015 6:45	395	24
782435385-Overall	7/1/2015 6:44	7/1/2015 6:45	2359	37
1144586020-Overall	7/1/2015 6:44	7/1/2015 6:45	744	38
1275104184-Overall	7/1/2015 6:44	7/1/2015 6:45	230	35
77863289-Overall	7/1/2015 6:44	7/1/2015 6:45	84	36
1949724277-Overall	7/1/2015 6:44	7/1/2015 6:45	433	25
1870305884-Overall	7/1/2015 6:44	7/1/2015 6:45	1456	28
1454442161-Overall	7/1/2015 6:44	7/1/2015 6:45	194	21
908983910-Overall	7/1/2015 6:44	7/1/2015 6:45	46	22
1951210032-Overall	7/1/2015 6:44	7/1/2015 6:45	839	39
167203295-Overall	7/1/2015 6:44	7/1/2015 6:45	150	29
331804188-Overall	7/1/2015 6:44	7/1/2015 6:45	300	32
331804188-Overall	7/1/2015 6:45	7/1/2015 6:46	301	32
167203295-Overall	7/1/2015 6:45	7/1/2015 6:46	150	29
77863289-Overall	7/1/2015 6:45	7/1/2015 6:46	84	36
1275104184-Overall	7/1/2015 6:45	7/1/2015 6:46	228	35
1741156914-Overall	7/1/2015 6:45	7/1/2015 6:46	395	24
687157380-Overall	7/1/2015 6:45	7/1/2015 6:46	846	23
1144586020-Overall	7/1/2015 6:45	7/1/2015 6:46	740	38
782435385-Overall	7/1/2015 6:45	7/1/2015 6:46	2374	37
1951210032-Overall	7/1/2015 6:45	7/1/2015 6:46	839	39
1870305884-Overall	7/1/2015 6:45	7/1/2015 6:46	2874	28
1949724277-Overall	7/1/2015 6:45	7/1/2015 6:46	429	25
908983910-Overall	7/1/2015 6:45	7/1/2015 6:46	60	22
1454442161-Overall	7/1/2015 6:45	7/1/2015 6:46	192	21
1454442161-Overall	7/1/2015 6:46	7/1/2015 6:47	229	21
908983910-Overall	7/1/2015 6:46	7/1/2015 6:47	191	22
687157380-Overall	7/1/2015 6:46	7/1/2015 6:47	848	23
1741156914-Overall	7/1/2015 6:46	7/1/2015 6:47	424	24
167203295-Overall	7/1/2015 6:46	7/1/2015 6:47	150	29
331804188-Overall	7/1/2015 6:46	7/1/2015 6:47	300	32
1275104184-Overall	7/1/2015 6:46	7/1/2015 6:47	345	35
77863289-Overall	7/1/2015 6:46	7/1/2015 6:47	85	36
1949724277-Overall	7/1/2015 6:46	7/1/2015 6:47	577	25
1870305884-Overall	7/1/2015 6:46	7/1/2015 6:47	5610	28
782435385-Overall	7/1/2015 6:46	7/1/2015 6:47	2372	37
1144586020-Overall	7/1/2015 6:46	7/1/2015 6:47	740	38
1951210032-Overall	7/1/2015 6:46	7/1/2015 6:47	840	39
1951210032-Overall	7/1/2015 6:47	7/1/2015 6:48	932	39
331804188-Overall	7/1/2015 6:47	7/1/2015 6:48	298	32
167203295-Overall	7/1/2015 6:47	7/1/2015 6:48	149	29
908983910-Overall	7/1/2015 6:47	7/1/2015 6:48	179	22
1454442161-Overall	7/1/2015 6:47	7/1/2015 6:48	285	21
1741156914-Overall	7/1/2015 6:47	7/1/2015 6:48	424	24
687157380-Overall	7/1/2015 6:47	7/1/2015 6:48	958	23
1144586020-Overall	7/1/2015 6:47	7/1/2015 6:48	759	38
782435385-Overall	7/1/2015 6:47	7/1/2015 6:48	2368	37
77863289-Overall	7/1/2015 6:47	7/1/2015 6:48	93	36
1275104184-Overall	7/1/2015 6:47	7/1/2015 6:48	340	35
1870305884-Overall	7/1/2015 6:47	7/1/2015 6:48	5999	28
1949724277-Overall	7/1/2015 6:47	7/1/2015 6:48	433	25
1949724277-Overall	7/1/2015 6:48	7/1/2015 6:49	421	25
1870305884-Overall	7/1/2015 6:48	7/1/2015 6:49	5591	28
1454442161-Overall	7/1/2015 6:48	7/1/2015 6:49	323	21
908983910-Overall	7/1/2015 6:48	7/1/2015 6:49	182	22
1951210032-Overall	7/1/2015 6:48	7/1/2015 6:49	931	39
167203295-Overall	7/1/2015 6:48	7/1/2015 6:49	150	29
331804188-Overall	7/1/2015 6:48	7/1/2015 6:49	273	32
1275104184-Overall	7/1/2015 6:48	7/1/2015 6:49	340	35
77863289-Overall	7/1/2015 6:48	7/1/2015 6:49	85	36
687157380-Overall	7/1/2015 6:48	7/1/2015 6:49	847	23
1741156914-Overall	7/1/2015 6:48	7/1/2015 6:49	410	24
782435385-Overall	7/1/2015 6:48	7/1/2015 6:49	2377	37
1144586020-Overall	7/1/2015 6:48	7/1/2015 6:49	763	38
1144586020-Overall	7/1/2015 6:49	7/1/2015 6:50	763	38
782435385-Overall	7/1/2015 6:49	7/1/2015 6:50	2369	37
1951210032-Overall	7/1/2015 6:49	7/1/2015 6:50	930	39
1870305884-Overall	7/1/2015 6:49	7/1/2015 6:50	4980	28
1949724277-Overall	7/1/2015 6:49	7/1/2015 6:50	435	25
908983910-Overall	7/1/2015 6:49	7/1/2015 6:50	181	22
1454442161-Overall	7/1/2015 6:49	7/1/2015 6:50	309	21
1741156914-Overall	7/1/2015 6:49	7/1/2015 6:50	401	24
687157380-Overall	7/1/2015 6:49	7/1/2015 6:50	849	23
331804188-Overall	7/1/2015 6:49	7/1/2015 6:50	267	32
167203295-Overall	7/1/2015 6:49	7/1/2015 6:50	149	29
77863289-Overall	7/1/2015 6:49	7/1/2015 6:50	87	36
1275104184-Overall	7/1/2015 6:49	7/1/2015 6:50	340	35
1275104184-Overall	7/1/2015 6:50	7/1/2015 6:51	336	35
77863289-Overall	7/1/2015 6:50	7/1/2015 6:51	87	36
1949724277-Overall	7/1/2015 6:50	7/1/2015 6:51	445	25
1870305884-Overall	7/1/2015 6:50	7/1/2015 6:51	5028	28
782435385-Overall	7/1/2015 6:50	7/1/2015 6:51	2371	37
1144586020-Overall	7/1/2015 6:50	7/1/2015 6:51	826	38
1951210032-Overall	7/1/2015 6:50	7/1/2015 6:51	927	39
167203295-Overall	7/1/2015 6:50	7/1/2015 6:51	150	29
331804188-Overall	7/1/2015 6:50	7/1/2015 6:51	267	32
1454442161-Overall	7/1/2015 6:50	7/1/2015 6:51	301	21
908983910-Overall	7/1/2015 6:50	7/1/2015 6:51	181	22
687157380-Overall	7/1/2015 6:50	7/1/2015 6:51	846	23
1741156914-Overall	7/1/2015 6:50	7/1/2015 6:51	396	24
1741156914-Overall	7/1/2015 6:51	7/1/2015 6:52	392	24
687157380-Overall	7/1/2015 6:51	7/1/2015 6:52	844	23
1144586020-Overall	7/1/2015 6:51	7/1/2015 6:52	883	38
782435385-Overall	7/1/2015 6:51	7/1/2015 6:52	1816	37
77863289-Overall	7/1/2015 6:51	7/1/2015 6:52	83	36
1275104184-Overall	7/1/2015 6:51	7/1/2015 6:52	343	35
1870305884-Overall	7/1/2015 6:51	7/1/2015 6:52	635	28
1949724277-Overall	7/1/2015 6:51	7/1/2015 6:52	368	25
908983910-Overall	7/1/2015 6:51	7/1/2015 6:52	179	22
1454442161-Overall	7/1/2015 6:51	7/1/2015 6:52	286	21
1951210032-Overall	7/1/2015 6:51	7/1/2015 6:52	930	39
331804188-Overall	7/1/2015 6:51	7/1/2015 6:52	268	32
167203295-Overall	7/1/2015 6:51	7/1/2015 6:52	149	29
167203295-Overall	7/1/2015 6:52	7/1/2015 6:53	151	29
331804188-Overall	7/1/2015 6:52	7/1/2015 6:53	304	32
1275104184-Overall	7/1/2015 6:52	7/1/2015 6:53	351	35
77863289-Overall	7/1/2015 6:52	7/1/2015 6:53	85	36
687157380-Overall	7/1/2015 6:52	7/1/2015 6:53	844	23
1741156914-Overall	7/1/2015 6:52	7/1/2015 6:53	391	24
782435385-Overall	7/1/2015 6:52	7/1/2015 6:53	1589	37
1144586020-Overall	7/1/2015 6:52	7/1/2015 6:53	938	38
1951210032-Overall	7/1/2015 6:52	7/1/2015 6:53	839	39
1949724277-Overall	7/1/2015 6:52	7/1/2015 6:53	377	25
1870305884-Overall	7/1/2015 6:52	7/1/2015 6:53	137	28
1454442161-Overall	7/1/2015 6:52	7/1/2015 6:53	376	21
908983910-Overall	7/1/2015 6:52	7/1/2015 6:53	179	22
908983910-Overall	7/1/2015 6:53	7/1/2015 6:54	179	22
1454442161-Overall	7/1/2015 6:53	7/1/2015 6:54	356	21
1741156914-Overall	7/1/2015 6:53	7/1/2015 6:54	386	24
687157380-Overall	7/1/2015 6:53	7/1/2015 6:54	843	23
331804188-Overall	7/1/2015 6:53	7/1/2015 6:54	320	32
167203295-Overall	7/1/2015 6:53	7/1/2015 6:54	151	29
77863289-Overall	7/1/2015 6:53	7/1/2015 6:54	84	36
1275104184-Overall	7/1/2015 6:53	7/1/2015 6:54	352	35
1870305884-Overall	7/1/2015 6:53	7/1/2015 6:54	131	28
1949724277-Overall	7/1/2015 6:53	7/1/2015 6:54	371	25
1144586020-Overall	7/1/2015 6:53	7/1/2015 6:54	991	38
782435385-Overall	7/1/2015 6:53	7/1/2015 6:54	1588	37
1951210032-Overall	7/1/2015 6:53	7/1/2015 6:54	840	39
1951210032-Overall	7/1/2015 6:54	7/1/2015 6:55	902	39
167203295-Overall	7/1/2015 6:54	7/1/2015 6:55	149	29
331804188-Overall	7/1/2015 6:54	7/1/2015 6:55	267	32
1454442161-Overall	7/1/2015 6:54	7/1/2015 6:55	466	21
908983910-Overall	7/1/2015 6:54	7/1/2015 6:55	177	22
687157380-Overall	7/1/2015 6:54	7/1/2015 6:55	843	23
1741156914-Overall	7/1/2015 6:54	7/1/2015 6:55	388	24
782435385-Overall	7/1/2015 6:54	7/1/2015 6:55	1599	37
1144586020-Overall	7/1/2015 6:54	7/1/2015 6:55	980	38
1275104184-Overall	7/1/2015 6:54	7/1/2015 6:55	348	35
77863289-Overall	7/1/2015 6:54	7/1/2015 6:55	86	36
1949724277-Overall	7/1/2015 6:54	7/1/2015 6:55	358	25
1870305884-Overall	7/1/2015 6:54	7/1/2015 6:55	132	28
1870305884-Overall	7/1/2015 6:55	7/1/2015 6:56	130	28
1949724277-Overall	7/1/2015 6:55	7/1/2015 6:56	365	25
908983910-Overall	7/1/2015 6:55	7/1/2015 6:56	100	22
1454442161-Overall	7/1/2015 6:55	7/1/2015 6:56	448	21
1951210032-Overall	7/1/2015 6:55	7/1/2015 6:56	906	39
331804188-Overall	7/1/2015 6:55	7/1/2015 6:56	266	32
167203295-Overall	7/1/2015 6:55	7/1/2015 6:56	150	29
77863289-Overall	7/1/2015 6:55	7/1/2015 6:56	84	36
1275104184-Overall	7/1/2015 6:55	7/1/2015 6:56	343	35
1741156914-Overall	7/1/2015 6:55	7/1/2015 6:56	390	24
687157380-Overall	7/1/2015 6:55	7/1/2015 6:56	835	23
1144586020-Overall	7/1/2015 6:55	7/1/2015 6:56	2395	38
782435385-Overall	7/1/2015 6:55	7/1/2015 6:56	1710	37
782435385-Overall	7/1/2015 6:56	7/1/2015 6:57	2018	37
1144586020-Overall	7/1/2015 6:56	7/1/2015 6:57	2519	38
1951210032-Overall	7/1/2015 6:56	7/1/2015 6:57	900	39
1949724277-Overall	7/1/2015 6:56	7/1/2015 6:57	333	25
1870305884-Overall	7/1/2015 6:56	7/1/2015 6:57	130	28
1454442161-Overall	7/1/2015 6:56	7/1/2015 6:57	431	21
908983910-Overall	7/1/2015 6:56	7/1/2015 6:57	58	22
687157380-Overall	7/1/2015 6:56	7/1/2015 6:57	402	23
1741156914-Overall	7/1/2015 6:56	7/1/2015 6:57	392	24
167203295-Overall	7/1/2015 6:56	7/1/2015 6:57	150	29
331804188-Overall	7/1/2015 6:56	7/1/2015 6:57	266	32
1275104184-Overall	7/1/2015 6:56	7/1/2015 6:57	344	35
77863289-Overall	7/1/2015 6:56	7/1/2015 6:57	84	36
77863289-Overall	7/1/2015 6:57	7/1/2015 6:58	83	36
1275104184-Overall	7/1/2015 6:57	7/1/2015 6:58	361	35
1870305884-Overall	7/1/2015 6:57	7/1/2015 6:58	130	28
1949724277-Overall	7/1/2015 6:57	7/1/2015 6:58	345	25
1144586020-Overall	7/1/2015 6:57	7/1/2015 6:58	2485	38
782435385-Overall	7/1/2015 6:57	7/1/2015 6:58	2345	37
1951210032-Overall	7/1/2015 6:57	7/1/2015 6:58	900	39
331804188-Overall	7/1/2015 6:57	7/1/2015 6:58	266	32
167203295-Overall	7/1/2015 6:57	7/1/2015 6:58	152	29
908983910-Overall	7/1/2015 6:57	7/1/2015 6:58	63	22
1454442161-Overall	7/1/2015 6:57	7/1/2015 6:58	432	21
1741156914-Overall	7/1/2015 6:57	7/1/2015 6:58	390	24
687157380-Overall	7/1/2015 6:57	7/1/2015 6:58	401	23
687157380-Overall	7/1/2015 6:58	7/1/2015 6:59	397	23
1741156914-Overall	7/1/2015 6:58	7/1/2015 6:59	386	24
782435385-Overall	7/1/2015 6:58	7/1/2015 6:59	2353	37
1144586020-Overall	7/1/2015 6:58	7/1/2015 6:59	2493	38
1275104184-Overall	7/1/2015 6:58	7/1/2015 6:59	354	35
77863289-Overall	7/1/2015 6:58	7/1/2015 6:59	88	36
1949724277-Overall	7/1/2015 6:58	7/1/2015 6:59	371	25
1870305884-Overall	7/1/2015 6:58	7/1/2015 6:59	132	28
1454442161-Overall	7/1/2015 6:58	7/1/2015 6:59	443	21
908983910-Overall	7/1/2015 6:58	7/1/2015 6:59	59	22
1951210032-Overall	7/1/2015 6:58	7/1/2015 6:59	897	39
167203295-Overall	7/1/2015 6:58	7/1/2015 6:59	152	29
331804188-Overall	7/1/2015 6:58	7/1/2015 6:59	265	32
331804188-Overall	7/1/2015 6:59	7/1/2015 7:00	265	32
167203295-Overall	7/1/2015 6:59	7/1/2015 7:00	151	29
77863289-Overall	7/1/2015 6:59	7/1/2015 7:00	87	36
1275104184-Overall	7/1/2015 6:59	7/1/2015 7:00	351	35
1741156914-Overall	7/1/2015 6:59	7/1/2015 7:00	387	24
687157380-Overall	7/1/2015 6:59	7/1/2015 7:00	397	23
1144586020-Overall	7/1/2015 6:59	7/1/2015 7:00	2493	38
782435385-Overall	7/1/2015 6:59	7/1/2015 7:00	2347	37
1951210032-Overall	7/1/2015 6:59	7/1/2015 7:00	897	39
1870305884-Overall	7/1/2015 6:59	7/1/2015 7:00	131	28
1949724277-Overall	7/1/2015 6:59	7/1/2015 7:00	365	25
908983910-Overall	7/1/2015 6:59	7/1/2015 7:00	58	22
1454442161-Overall	7/1/2015 6:59	7/1/2015 7:00	452	21
1454442161-Overall	7/1/2015 7:00	7/1/2015 7:01	476	21
908983910-Overall	7/1/2015 7:00	7/1/2015 7:01	59	22
687157380-Overall	7/1/2015 7:00	7/1/2015 7:01	398	23
1741156914-Overall	7/1/2015 7:00	7/1/2015 7:01	387	24
167203295-Overall	7/1/2015 7:00	7/1/2015 7:01	152	29
331804188-Overall	7/1/2015 7:00	7/1/2015 7:01	264	32
1275104184-Overall	7/1/2015 7:00	7/1/2015 7:01	335	35
77863289-Overall	7/1/2015 7:00	7/1/2015 7:01	84	36
1949724277-Overall	7/1/2015 7:00	7/1/2015 7:01	369	25
1870305884-Overall	7/1/2015 7:00	7/1/2015 7:01	136	28
782435385-Overall	7/1/2015 7:00	7/1/2015 7:01	2349	37
1144586020-Overall	7/1/2015 7:00	7/1/2015 7:01	2492	38
1951210032-Overall	7/1/2015 7:00	7/1/2015 7:01	897	39
1951210032-Overall	7/1/2015 7:01	7/1/2015 7:02	897	39
331804188-Overall	7/1/2015 7:01	7/1/2015 7:02	266	32
167203295-Overall	7/1/2015 7:01	7/1/2015 7:02	151	29
908983910-Overall	7/1/2015 7:01	7/1/2015 7:02	59	22
1454442161-Overall	7/1/2015 7:01	7/1/2015 7:02	446	21
1741156914-Overall	7/1/2015 7:01	7/1/2015 7:02	385	24
687157380-Overall	7/1/2015 7:01	7/1/2015 7:02	304	23
1144586020-Overall	7/1/2015 7:01	7/1/2015 7:02	2236	38
782435385-Overall	7/1/2015 7:01	7/1/2015 7:02	2361	37
77863289-Overall	7/1/2015 7:01	7/1/2015 7:02	84	36
1275104184-Overall	7/1/2015 7:01	7/1/2015 7:02	231	35
1870305884-Overall	7/1/2015 7:01	7/1/2015 7:02	226	28
1949724277-Overall	7/1/2015 7:01	7/1/2015 7:02	336	25
1949724277-Overall	7/1/2015 7:02	7/1/2015 7:03	345	25
1870305884-Overall	7/1/2015 7:02	7/1/2015 7:03	595	28
1454442161-Overall	7/1/2015 7:02	7/1/2015 7:03	288	21
908983910-Overall	7/1/2015 7:02	7/1/2015 7:03	57	22
1951210032-Overall	7/1/2015 7:02	7/1/2015 7:03	897	39
167203295-Overall	7/1/2015 7:02	7/1/2015 7:03	150	29
331804188-Overall	7/1/2015 7:02	7/1/2015 7:03	265	32
1275104184-Overall	7/1/2015 7:02	7/1/2015 7:03	272	35
77863289-Overall	7/1/2015 7:02	7/1/2015 7:03	88	36
687157380-Overall	7/1/2015 7:02	7/1/2015 7:03	526	23
1741156914-Overall	7/1/2015 7:02	7/1/2015 7:03	385	24
782435385-Overall	7/1/2015 7:02	7/1/2015 7:03	2335	37
1144586020-Overall	7/1/2015 7:02	7/1/2015 7:03	956	38
1144586020-Overall	7/1/2015 7:03	7/1/2015 7:04	950	38
782435385-Overall	7/1/2015 7:03	7/1/2015 7:04	2321	37
1951210032-Overall	7/1/2015 7:03	7/1/2015 7:04	897	39
1870305884-Overall	7/1/2015 7:03	7/1/2015 7:04	130	28
1949724277-Overall	7/1/2015 7:03	7/1/2015 7:04	363	25
908983910-Overall	7/1/2015 7:03	7/1/2015 7:04	61	22
1454442161-Overall	7/1/2015 7:03	7/1/2015 7:04	367	21
1741156914-Overall	7/1/2015 7:03	7/1/2015 7:04	395	24
687157380-Overall	7/1/2015 7:03	7/1/2015 7:04	771	23
331804188-Overall	7/1/2015 7:03	7/1/2015 7:04	264	32
167203295-Overall	7/1/2015 7:03	7/1/2015 7:04	150	29
77863289-Overall	7/1/2015 7:03	7/1/2015 7:04	99	36
1275104184-Overall	7/1/2015 7:03	7/1/2015 7:04	272	35
1275104184-Overall	7/1/2015 7:04	7/1/2015 7:05	283	35
77863289-Overall	7/1/2015 7:04	7/1/2015 7:05	99	36
1949724277-Overall	7/1/2015 7:04	7/1/2015 7:05	315	25
1870305884-Overall	7/1/2015 7:04	7/1/2015 7:05	130	28
782435385-Overall	7/1/2015 7:04	7/1/2015 7:05	2257	37
1144586020-Overall	7/1/2015 7:04	7/1/2015 7:05	952	38
1951210032-Overall	7/1/2015 7:04	7/1/2015 7:05	990	39
167203295-Overall	7/1/2015 7:04	7/1/2015 7:05	150	29
331804188-Overall	7/1/2015 7:04	7/1/2015 7:05	265	32
1454442161-Overall	7/1/2015 7:04	7/1/2015 7:05	411	21
908983910-Overall	7/1/2015 7:04	7/1/2015 7:05	57	22
687157380-Overall	7/1/2015 7:04	7/1/2015 7:05	774	23
1741156914-Overall	7/1/2015 7:04	7/1/2015 7:05	384	24
1741156914-Overall	7/1/2015 7:05	7/1/2015 7:06	377	24
687157380-Overall	7/1/2015 7:05	7/1/2015 7:06	1022	23
1144586020-Overall	7/1/2015 7:05	7/1/2015 7:06	952	38
782435385-Overall	7/1/2015 7:05	7/1/2015 7:06	2269	37
77863289-Overall	7/1/2015 7:05	7/1/2015 7:06	88	36
1275104184-Overall	7/1/2015 7:05	7/1/2015 7:06	267	35
1870305884-Overall	7/1/2015 7:05	7/1/2015 7:06	130	28
1949724277-Overall	7/1/2015 7:05	7/1/2015 7:06	337	25
908983910-Overall	7/1/2015 7:05	7/1/2015 7:06	170	22
1454442161-Overall	7/1/2015 7:05	7/1/2015 7:06	430	21
1951210032-Overall	7/1/2015 7:05	7/1/2015 7:06	952	39
331804188-Overall	7/1/2015 7:05	7/1/2015 7:06	267	32
167203295-Overall	7/1/2015 7:05	7/1/2015 7:06	150	29
167203295-Overall	7/1/2015 7:06	7/1/2015 7:07	151	29
331804188-Overall	7/1/2015 7:06	7/1/2015 7:07	265	32
1275104184-Overall	7/1/2015 7:06	7/1/2015 7:07	265	35
77863289-Overall	7/1/2015 7:06	7/1/2015 7:07	98	36
687157380-Overall	7/1/2015 7:06	7/1/2015 7:07	1441	23
1741156914-Overall	7/1/2015 7:06	7/1/2015 7:07	367	24
782435385-Overall	7/1/2015 7:06	7/1/2015 7:07	2252	37
1144586020-Overall	7/1/2015 7:06	7/1/2015 7:07	948	38
1951210032-Overall	7/1/2015 7:06	7/1/2015 7:07	862	39
1949724277-Overall	7/1/2015 7:06	7/1/2015 7:07	359	25
1870305884-Overall	7/1/2015 7:06	7/1/2015 7:07	130	28
1454442161-Overall	7/1/2015 7:06	7/1/2015 7:07	420	21
908983910-Overall	7/1/2015 7:06	7/1/2015 7:07	198	22
908983910-Overall	7/1/2015 7:07	7/1/2015 7:08	181	22
1454442161-Overall	7/1/2015 7:07	7/1/2015 7:08	380	21
1741156914-Overall	7/1/2015 7:07	7/1/2015 7:08	367	24
687157380-Overall	7/1/2015 7:07	7/1/2015 7:08	1209	23
331804188-Overall	7/1/2015 7:07	7/1/2015 7:08	265	32
167203295-Overall	7/1/2015 7:07	7/1/2015 7:08	151	29
77863289-Overall	7/1/2015 7:07	7/1/2015 7:08	1528	36
1275104184-Overall	7/1/2015 7:07	7/1/2015 7:08	3157	35
1870305884-Overall	7/1/2015 7:07	7/1/2015 7:08	130	28
1949724277-Overall	7/1/2015 7:07	7/1/2015 7:08	403	25
1144586020-Overall	7/1/2015 7:07	7/1/2015 7:08	947	38
782435385-Overall	7/1/2015 7:07	7/1/2015 7:08	2276	37
1951210032-Overall	7/1/2015 7:07	7/1/2015 7:08	853	39
1951210032-Overall	7/1/2015 7:08	7/1/2015 7:09	871	39
167203295-Overall	7/1/2015 7:08	7/1/2015 7:09	151	29
331804188-Overall	7/1/2015 7:08	7/1/2015 7:09	265	32
1454442161-Overall	7/1/2015 7:08	7/1/2015 7:09	247	21
908983910-Overall	7/1/2015 7:08	7/1/2015 7:09	180	22
687157380-Overall	7/1/2015 7:08	7/1/2015 7:09	785	23
1741156914-Overall	7/1/2015 7:08	7/1/2015 7:09	366	24
782435385-Overall	7/1/2015 7:08	7/1/2015 7:09	2261	37
1144586020-Overall	7/1/2015 7:08	7/1/2015 7:09	949	38
1275104184-Overall	7/1/2015 7:08	7/1/2015 7:09	5078	35
77863289-Overall	7/1/2015 7:08	7/1/2015 7:09	915	36
1949724277-Overall	7/1/2015 7:08	7/1/2015 7:09	534	25
1870305884-Overall	7/1/2015 7:08	7/1/2015 7:09	131	28
1870305884-Overall	7/1/2015 7:09	7/1/2015 7:10	140	28
1949724277-Overall	7/1/2015 7:09	7/1/2015 7:10	528	25
908983910-Overall	7/1/2015 7:09	7/1/2015 7:10	178	22
1454442161-Overall	7/1/2015 7:09	7/1/2015 7:10	189	21
1951210032-Overall	7/1/2015 7:09	7/1/2015 7:10	871	39
331804188-Overall	7/1/2015 7:09	7/1/2015 7:10	264	32
167203295-Overall	7/1/2015 7:09	7/1/2015 7:10	151	29
77863289-Overall	7/1/2015 7:09	7/1/2015 7:10	1586	36
1275104184-Overall	7/1/2015 7:09	7/1/2015 7:10	5082	35
1741156914-Overall	7/1/2015 7:09	7/1/2015 7:10	359	24
687157380-Overall	7/1/2015 7:09	7/1/2015 7:10	782	23
1144586020-Overall	7/1/2015 7:09	7/1/2015 7:10	946	38
782435385-Overall	7/1/2015 7:09	7/1/2015 7:10	2260	37
782435385-Overall	7/1/2015 7:10	7/1/2015 7:11	2246	37
1144586020-Overall	7/1/2015 7:10	7/1/2015 7:11	948	38
1951210032-Overall	7/1/2015 7:10	7/1/2015 7:11	872	39
1949724277-Overall	7/1/2015 7:10	7/1/2015 7:11	505	25
1870305884-Overall	7/1/2015 7:10	7/1/2015 7:11	215	28
1454442161-Overall	7/1/2015 7:10	7/1/2015 7:11	178	21
908983910-Overall	7/1/2015 7:10	7/1/2015 7:11	177	22
687157380-Overall	7/1/2015 7:10	7/1/2015 7:11	779	23
1741156914-Overall	7/1/2015 7:10	7/1/2015 7:11	366	24
167203295-Overall	7/1/2015 7:10	7/1/2015 7:11	150	29
331804188-Overall	7/1/2015 7:10	7/1/2015 7:11	264	32
1275104184-Overall	7/1/2015 7:10	7/1/2015 7:11	5086	35
77863289-Overall	7/1/2015 7:10	7/1/2015 7:11	1350	36
77863289-Overall	7/1/2015 7:11	7/1/2015 7:12	1799	36
1275104184-Overall	7/1/2015 7:11	7/1/2015 7:12	5071	35
1870305884-Overall	7/1/2015 7:11	7/1/2015 7:12	195	28
1949724277-Overall	7/1/2015 7:11	7/1/2015 7:12	525	25
1144586020-Overall	7/1/2015 7:11	7/1/2015 7:12	946	38
782435385-Overall	7/1/2015 7:11	7/1/2015 7:12	2253	37
1951210032-Overall	7/1/2015 7:11	7/1/2015 7:12	934	39
331804188-Overall	7/1/2015 7:11	7/1/2015 7:12	265	32
167203295-Overall	7/1/2015 7:11	7/1/2015 7:12	238	29
908983910-Overall	7/1/2015 7:11	7/1/2015 7:12	177	22
1454442161-Overall	7/1/2015 7:11	7/1/2015 7:12	882	21
1741156914-Overall	7/1/2015 7:11	7/1/2015 7:12	368	24
687157380-Overall	7/1/2015 7:11	7/1/2015 7:12	780	23
687157380-Overall	7/1/2015 7:12	7/1/2015 7:13	782	23
1741156914-Overall	7/1/2015 7:12	7/1/2015 7:13	362	24
782435385-Overall	7/1/2015 7:12	7/1/2015 7:13	2264	37
1144586020-Overall	7/1/2015 7:12	7/1/2015 7:13	948	38
1275104184-Overall	7/1/2015 7:12	7/1/2015 7:13	5058	35
77863289-Overall	7/1/2015 7:12	7/1/2015 7:13	922	36
1949724277-Overall	7/1/2015 7:12	7/1/2015 7:13	480	25
1870305884-Overall	7/1/2015 7:12	7/1/2015 7:13	197	28
1454442161-Overall	7/1/2015 7:12	7/1/2015 7:13	853	21
908983910-Overall	7/1/2015 7:12	7/1/2015 7:13	177	22
1951210032-Overall	7/1/2015 7:12	7/1/2015 7:13	971	39
167203295-Overall	7/1/2015 7:12	7/1/2015 7:13	230	29
331804188-Overall	7/1/2015 7:12	7/1/2015 7:13	269	32
331804188-Overall	7/1/2015 7:13	7/1/2015 7:14	266	32
167203295-Overall	7/1/2015 7:13	7/1/2015 7:14	229	29
77863289-Overall	7/1/2015 7:13	7/1/2015 7:14	1265	36
1275104184-Overall	7/1/2015 7:13	7/1/2015 7:14	5064	35
1741156914-Overall	7/1/2015 7:13	7/1/2015 7:14	362	24
687157380-Overall	7/1/2015 7:13	7/1/2015 7:14	781	23
1144586020-Overall	7/1/2015 7:13	7/1/2015 7:14	946	38
782435385-Overall	7/1/2015 7:13	7/1/2015 7:14	2233	37
1951210032-Overall	7/1/2015 7:13	7/1/2015 7:14	971	39
1870305884-Overall	7/1/2015 7:13	7/1/2015 7:14	197	28
1949724277-Overall	7/1/2015 7:13	7/1/2015 7:14	519	25
908983910-Overall	7/1/2015 7:13	7/1/2015 7:14	175	22
1454442161-Overall	7/1/2015 7:13	7/1/2015 7:14	252	21
1454442161-Overall	7/1/2015 7:14	7/1/2015 7:15	1648	21
908983910-Overall	7/1/2015 7:14	7/1/2015 7:15	178	22
687157380-Overall	7/1/2015 7:14	7/1/2015 7:15	784	23
1741156914-Overall	7/1/2015 7:14	7/1/2015 7:15	363	24
167203295-Overall	7/1/2015 7:14	7/1/2015 7:15	226	29
331804188-Overall	7/1/2015 7:14	7/1/2015 7:15	287	32
1275104184-Overall	7/1/2015 7:14	7/1/2015 7:15	5155	35
