deviceID	fromDate	toDate	consumption	userID
1949724277-Overall	7/1/2015 2:32	7/1/2015 2:33	347	25
1870305884-Overall	7/1/2015 2:32	7/1/2015 2:33	147	28
1454442161-Overall	7/1/2015 2:32	7/1/2015 2:33	149	21
908983910-Overall	7/1/2015 2:32	7/1/2015 2:33	58	22
1951210032-Overall	7/1/2015 2:32	7/1/2015 2:33	935	39
167203295-Overall	7/1/2015 2:32	7/1/2015 2:33	323	29
331804188-Overall	7/1/2015 2:32	7/1/2015 2:33	324	32
331804188-Overall	7/1/2015 2:33	7/1/2015 2:34	326	32
167203295-Overall	7/1/2015 2:33	7/1/2015 2:34	315	29
77863289-Overall	7/1/2015 2:33	7/1/2015 2:34	85	36
1275104184-Overall	7/1/2015 2:33	7/1/2015 2:34	167	35
1741156914-Overall	7/1/2015 2:33	7/1/2015 2:34	317	24
687157380-Overall	7/1/2015 2:33	7/1/2015 2:34	401	23
1144586020-Overall	7/1/2015 2:33	7/1/2015 2:34	648	38
782435385-Overall	7/1/2015 2:33	7/1/2015 2:34	2368	37
1951210032-Overall	7/1/2015 2:33	7/1/2015 2:34	953	39
1870305884-Overall	7/1/2015 2:33	7/1/2015 2:34	147	28
1949724277-Overall	7/1/2015 2:33	7/1/2015 2:34	336	25
908983910-Overall	7/1/2015 2:33	7/1/2015 2:34	56	22
1454442161-Overall	7/1/2015 2:33	7/1/2015 2:34	148	21
1454442161-Overall	7/1/2015 2:34	7/1/2015 2:35	158	21
908983910-Overall	7/1/2015 2:34	7/1/2015 2:35	59	22
687157380-Overall	7/1/2015 2:34	7/1/2015 2:35	398	23
1741156914-Overall	7/1/2015 2:34	7/1/2015 2:35	317	24
167203295-Overall	7/1/2015 2:34	7/1/2015 2:35	332	29
331804188-Overall	7/1/2015 2:34	7/1/2015 2:35	325	32
1275104184-Overall	7/1/2015 2:34	7/1/2015 2:35	167	35
77863289-Overall	7/1/2015 2:34	7/1/2015 2:35	84	36
1949724277-Overall	7/1/2015 2:34	7/1/2015 2:35	345	25
1870305884-Overall	7/1/2015 2:34	7/1/2015 2:35	146	28
782435385-Overall	7/1/2015 2:34	7/1/2015 2:35	2368	37
1144586020-Overall	7/1/2015 2:34	7/1/2015 2:35	648	38
1951210032-Overall	7/1/2015 2:34	7/1/2015 2:35	941	39
1951210032-Overall	7/1/2015 2:35	7/1/2015 2:36	954	39
331804188-Overall	7/1/2015 2:35	7/1/2015 2:36	324	32
167203295-Overall	7/1/2015 2:35	7/1/2015 2:36	329	29
908983910-Overall	7/1/2015 2:35	7/1/2015 2:36	57	22
1454442161-Overall	7/1/2015 2:35	7/1/2015 2:36	157	21
1741156914-Overall	7/1/2015 2:35	7/1/2015 2:36	314	24
687157380-Overall	7/1/2015 2:35	7/1/2015 2:36	339	23
1144586020-Overall	7/1/2015 2:35	7/1/2015 2:36	649	38
782435385-Overall	7/1/2015 2:35	7/1/2015 2:36	2369	37
77863289-Overall	7/1/2015 2:35	7/1/2015 2:36	92	36
1275104184-Overall	7/1/2015 2:35	7/1/2015 2:36	166	35
1870305884-Overall	7/1/2015 2:35	7/1/2015 2:36	139	28
1949724277-Overall	7/1/2015 2:35	7/1/2015 2:36	330	25
1949724277-Overall	7/1/2015 2:36	7/1/2015 2:37	317	25
1870305884-Overall	7/1/2015 2:36	7/1/2015 2:37	146	28
1454442161-Overall	7/1/2015 2:36	7/1/2015 2:37	165	21
908983910-Overall	7/1/2015 2:36	7/1/2015 2:37	56	22
1951210032-Overall	7/1/2015 2:36	7/1/2015 2:37	953	39
167203295-Overall	7/1/2015 2:36	7/1/2015 2:37	331	29
331804188-Overall	7/1/2015 2:36	7/1/2015 2:37	323	32
1275104184-Overall	7/1/2015 2:36	7/1/2015 2:37	166	35
77863289-Overall	7/1/2015 2:36	7/1/2015 2:37	91	36
687157380-Overall	7/1/2015 2:36	7/1/2015 2:37	632	23
1741156914-Overall	7/1/2015 2:36	7/1/2015 2:37	311	24
782435385-Overall	7/1/2015 2:36	7/1/2015 2:37	2360	37
1144586020-Overall	7/1/2015 2:36	7/1/2015 2:37	649	38
1144586020-Overall	7/1/2015 2:37	7/1/2015 2:38	648	38
782435385-Overall	7/1/2015 2:37	7/1/2015 2:38	2266	37
1951210032-Overall	7/1/2015 2:37	7/1/2015 2:38	969	39
1870305884-Overall	7/1/2015 2:37	7/1/2015 2:38	146	28
1949724277-Overall	7/1/2015 2:37	7/1/2015 2:38	342	25
908983910-Overall	7/1/2015 2:37	7/1/2015 2:38	85	22
1454442161-Overall	7/1/2015 2:37	7/1/2015 2:38	161	21
1741156914-Overall	7/1/2015 2:37	7/1/2015 2:38	315	24
687157380-Overall	7/1/2015 2:37	7/1/2015 2:38	828	23
331804188-Overall	7/1/2015 2:37	7/1/2015 2:38	322	32
167203295-Overall	7/1/2015 2:37	7/1/2015 2:38	333	29
77863289-Overall	7/1/2015 2:37	7/1/2015 2:38	87	36
1275104184-Overall	7/1/2015 2:37	7/1/2015 2:38	165	35
1275104184-Overall	7/1/2015 2:38	7/1/2015 2:39	56	35
77863289-Overall	7/1/2015 2:38	7/1/2015 2:39	88	36
1949724277-Overall	7/1/2015 2:38	7/1/2015 2:39	320	25
1870305884-Overall	7/1/2015 2:38	7/1/2015 2:39	146	28
782435385-Overall	7/1/2015 2:38	7/1/2015 2:39	2285	37
1144586020-Overall	7/1/2015 2:38	7/1/2015 2:39	649	38
1951210032-Overall	7/1/2015 2:38	7/1/2015 2:39	1046	39
167203295-Overall	7/1/2015 2:38	7/1/2015 2:39	324	29
331804188-Overall	7/1/2015 2:38	7/1/2015 2:39	391	32
1454442161-Overall	7/1/2015 2:38	7/1/2015 2:39	159	21
908983910-Overall	7/1/2015 2:38	7/1/2015 2:39	196	22
687157380-Overall	7/1/2015 2:38	7/1/2015 2:39	843	23
1741156914-Overall	7/1/2015 2:38	7/1/2015 2:39	319	24
1741156914-Overall	7/1/2015 2:39	7/1/2015 2:40	319	24
687157380-Overall	7/1/2015 2:39	7/1/2015 2:40	846	23
1144586020-Overall	7/1/2015 2:39	7/1/2015 2:40	649	38
782435385-Overall	7/1/2015 2:39	7/1/2015 2:40	2284	37
77863289-Overall	7/1/2015 2:39	7/1/2015 2:40	87	36
1275104184-Overall	7/1/2015 2:39	7/1/2015 2:40	45	35
1870305884-Overall	7/1/2015 2:39	7/1/2015 2:40	148	28
1949724277-Overall	7/1/2015 2:39	7/1/2015 2:40	335	25
908983910-Overall	7/1/2015 2:39	7/1/2015 2:40	179	22
1454442161-Overall	7/1/2015 2:39	7/1/2015 2:40	175	21
1951210032-Overall	7/1/2015 2:39	7/1/2015 2:40	1031	39
331804188-Overall	7/1/2015 2:39	7/1/2015 2:40	321	32
167203295-Overall	7/1/2015 2:39	7/1/2015 2:40	322	29
167203295-Overall	7/1/2015 2:40	7/1/2015 2:41	318	29
331804188-Overall	7/1/2015 2:40	7/1/2015 2:41	300	32
1275104184-Overall	7/1/2015 2:40	7/1/2015 2:41	1555	35
77863289-Overall	7/1/2015 2:40	7/1/2015 2:41	85	36
687157380-Overall	7/1/2015 2:40	7/1/2015 2:41	805	23
1741156914-Overall	7/1/2015 2:40	7/1/2015 2:41	315	24
782435385-Overall	7/1/2015 2:40	7/1/2015 2:41	2279	37
1144586020-Overall	7/1/2015 2:40	7/1/2015 2:41	647	38
1951210032-Overall	7/1/2015 2:40	7/1/2015 2:41	1028	39
1949724277-Overall	7/1/2015 2:40	7/1/2015 2:41	325	25
1870305884-Overall	7/1/2015 2:40	7/1/2015 2:41	147	28
1454442161-Overall	7/1/2015 2:40	7/1/2015 2:41	160	21
908983910-Overall	7/1/2015 2:40	7/1/2015 2:41	178	22
908983910-Overall	7/1/2015 2:41	7/1/2015 2:42	179	22
1454442161-Overall	7/1/2015 2:41	7/1/2015 2:42	160	21
1741156914-Overall	7/1/2015 2:41	7/1/2015 2:42	345	24
687157380-Overall	7/1/2015 2:41	7/1/2015 2:42	781	23
331804188-Overall	7/1/2015 2:41	7/1/2015 2:42	289	32
167203295-Overall	7/1/2015 2:41	7/1/2015 2:42	321	29
77863289-Overall	7/1/2015 2:41	7/1/2015 2:42	85	36
1275104184-Overall	7/1/2015 2:41	7/1/2015 2:42	3053	35
1870305884-Overall	7/1/2015 2:41	7/1/2015 2:42	147	28
1949724277-Overall	7/1/2015 2:41	7/1/2015 2:42	327	25
1144586020-Overall	7/1/2015 2:41	7/1/2015 2:42	648	38
782435385-Overall	7/1/2015 2:41	7/1/2015 2:42	2306	37
1951210032-Overall	7/1/2015 2:41	7/1/2015 2:42	1025	39
1951210032-Overall	7/1/2015 2:42	7/1/2015 2:43	997	39
167203295-Overall	7/1/2015 2:42	7/1/2015 2:43	321	29
331804188-Overall	7/1/2015 2:42	7/1/2015 2:43	287	32
1454442161-Overall	7/1/2015 2:42	7/1/2015 2:43	156	21
908983910-Overall	7/1/2015 2:42	7/1/2015 2:43	180	22
687157380-Overall	7/1/2015 2:42	7/1/2015 2:43	781	23
1741156914-Overall	7/1/2015 2:42	7/1/2015 2:43	362	24
782435385-Overall	7/1/2015 2:42	7/1/2015 2:43	2329	37
1144586020-Overall	7/1/2015 2:42	7/1/2015 2:43	650	38
1275104184-Overall	7/1/2015 2:42	7/1/2015 2:43	3068	35
77863289-Overall	7/1/2015 2:42	7/1/2015 2:43	86	36
1949724277-Overall	7/1/2015 2:42	7/1/2015 2:43	313	25
1870305884-Overall	7/1/2015 2:42	7/1/2015 2:43	146	28
1870305884-Overall	7/1/2015 2:43	7/1/2015 2:44	145	28
1949724277-Overall	7/1/2015 2:43	7/1/2015 2:44	336	25
908983910-Overall	7/1/2015 2:43	7/1/2015 2:44	181	22
1454442161-Overall	7/1/2015 2:43	7/1/2015 2:44	154	21
1951210032-Overall	7/1/2015 2:43	7/1/2015 2:44	934	39
331804188-Overall	7/1/2015 2:43	7/1/2015 2:44	287	32
167203295-Overall	7/1/2015 2:43	7/1/2015 2:44	323	29
77863289-Overall	7/1/2015 2:43	7/1/2015 2:44	87	36
1275104184-Overall	7/1/2015 2:43	7/1/2015 2:44	3075	35
1741156914-Overall	7/1/2015 2:43	7/1/2015 2:44	357	24
687157380-Overall	7/1/2015 2:43	7/1/2015 2:44	782	23
1144586020-Overall	7/1/2015 2:43	7/1/2015 2:44	649	38
782435385-Overall	7/1/2015 2:43	7/1/2015 2:44	2273	37
782435385-Overall	7/1/2015 2:44	7/1/2015 2:45	2277	37
1144586020-Overall	7/1/2015 2:44	7/1/2015 2:45	1241	38
1951210032-Overall	7/1/2015 2:44	7/1/2015 2:45	935	39
1949724277-Overall	7/1/2015 2:44	7/1/2015 2:45	310	25
1870305884-Overall	7/1/2015 2:44	7/1/2015 2:45	143	28
1454442161-Overall	7/1/2015 2:44	7/1/2015 2:45	211	21
908983910-Overall	7/1/2015 2:44	7/1/2015 2:45	180	22
687157380-Overall	7/1/2015 2:44	7/1/2015 2:45	788	23
1741156914-Overall	7/1/2015 2:44	7/1/2015 2:45	357	24
167203295-Overall	7/1/2015 2:44	7/1/2015 2:45	322	29
331804188-Overall	7/1/2015 2:44	7/1/2015 2:45	288	32
1275104184-Overall	7/1/2015 2:44	7/1/2015 2:45	3080	35
77863289-Overall	7/1/2015 2:44	7/1/2015 2:45	87	36
77863289-Overall	7/1/2015 2:45	7/1/2015 2:46	84	36
1275104184-Overall	7/1/2015 2:45	7/1/2015 2:46	3078	35
1870305884-Overall	7/1/2015 2:45	7/1/2015 2:46	147	28
1949724277-Overall	7/1/2015 2:45	7/1/2015 2:46	470	25
1144586020-Overall	7/1/2015 2:45	7/1/2015 2:46	2160	38
782435385-Overall	7/1/2015 2:45	7/1/2015 2:46	2270	37
1951210032-Overall	7/1/2015 2:45	7/1/2015 2:46	882	39
331804188-Overall	7/1/2015 2:45	7/1/2015 2:46	288	32
167203295-Overall	7/1/2015 2:45	7/1/2015 2:46	318	29
908983910-Overall	7/1/2015 2:45	7/1/2015 2:46	179	22
1454442161-Overall	7/1/2015 2:45	7/1/2015 2:46	287	21
1741156914-Overall	7/1/2015 2:45	7/1/2015 2:46	352	24
687157380-Overall	7/1/2015 2:45	7/1/2015 2:46	778	23
687157380-Overall	7/1/2015 2:46	7/1/2015 2:47	786	23
1741156914-Overall	7/1/2015 2:46	7/1/2015 2:47	347	24
782435385-Overall	7/1/2015 2:46	7/1/2015 2:47	2287	37
1144586020-Overall	7/1/2015 2:46	7/1/2015 2:47	2149	38
1275104184-Overall	7/1/2015 2:46	7/1/2015 2:47	1176	35
77863289-Overall	7/1/2015 2:46	7/1/2015 2:47	85	36
1949724277-Overall	7/1/2015 2:46	7/1/2015 2:47	494	25
1870305884-Overall	7/1/2015 2:46	7/1/2015 2:47	147	28
1454442161-Overall	7/1/2015 2:46	7/1/2015 2:47	245	21
908983910-Overall	7/1/2015 2:46	7/1/2015 2:47	180	22
1951210032-Overall	7/1/2015 2:46	7/1/2015 2:47	881	39
167203295-Overall	7/1/2015 2:46	7/1/2015 2:47	322	29
331804188-Overall	7/1/2015 2:46	7/1/2015 2:47	288	32
331804188-Overall	7/1/2015 2:47	7/1/2015 2:48	291	32
167203295-Overall	7/1/2015 2:47	7/1/2015 2:48	331	29
77863289-Overall	7/1/2015 2:47	7/1/2015 2:48	92	36
1275104184-Overall	7/1/2015 2:47	7/1/2015 2:48	88	35
1741156914-Overall	7/1/2015 2:47	7/1/2015 2:48	344	24
687157380-Overall	7/1/2015 2:47	7/1/2015 2:48	782	23
1144586020-Overall	7/1/2015 2:47	7/1/2015 2:48	2174	38
782435385-Overall	7/1/2015 2:47	7/1/2015 2:48	2284	37
1951210032-Overall	7/1/2015 2:47	7/1/2015 2:48	883	39
1870305884-Overall	7/1/2015 2:47	7/1/2015 2:48	148	28
1949724277-Overall	7/1/2015 2:47	7/1/2015 2:48	508	25
908983910-Overall	7/1/2015 2:47	7/1/2015 2:48	149	22
1454442161-Overall	7/1/2015 2:47	7/1/2015 2:48	252	21
1454442161-Overall	7/1/2015 2:48	7/1/2015 2:49	248	21
908983910-Overall	7/1/2015 2:48	7/1/2015 2:49	67	22
687157380-Overall	7/1/2015 2:48	7/1/2015 2:49	783	23
1741156914-Overall	7/1/2015 2:48	7/1/2015 2:49	341	24
167203295-Overall	7/1/2015 2:48	7/1/2015 2:49	239	29
331804188-Overall	7/1/2015 2:48	7/1/2015 2:49	289	32
1275104184-Overall	7/1/2015 2:48	7/1/2015 2:49	45	35
77863289-Overall	7/1/2015 2:48	7/1/2015 2:49	86	36
1949724277-Overall	7/1/2015 2:48	7/1/2015 2:49	492	25
1870305884-Overall	7/1/2015 2:48	7/1/2015 2:49	147	28
782435385-Overall	7/1/2015 2:48	7/1/2015 2:49	2289	37
1144586020-Overall	7/1/2015 2:48	7/1/2015 2:49	2162	38
1951210032-Overall	7/1/2015 2:48	7/1/2015 2:49	882	39
1951210032-Overall	7/1/2015 2:49	7/1/2015 2:50	912	39
331804188-Overall	7/1/2015 2:49	7/1/2015 2:50	288	32
167203295-Overall	7/1/2015 2:49	7/1/2015 2:50	176	29
908983910-Overall	7/1/2015 2:49	7/1/2015 2:50	67	22
1454442161-Overall	7/1/2015 2:49	7/1/2015 2:50	247	21
1741156914-Overall	7/1/2015 2:49	7/1/2015 2:50	346	24
687157380-Overall	7/1/2015 2:49	7/1/2015 2:50	781	23
1144586020-Overall	7/1/2015 2:49	7/1/2015 2:50	2148	38
782435385-Overall	7/1/2015 2:49	7/1/2015 2:50	2270	37
77863289-Overall	7/1/2015 2:49	7/1/2015 2:50	85	36
1275104184-Overall	7/1/2015 2:49	7/1/2015 2:50	45	35
1870305884-Overall	7/1/2015 2:49	7/1/2015 2:50	147	28
1949724277-Overall	7/1/2015 2:49	7/1/2015 2:50	478	25
1949724277-Overall	7/1/2015 2:50	7/1/2015 2:51	494	25
1870305884-Overall	7/1/2015 2:50	7/1/2015 2:51	142	28
1454442161-Overall	7/1/2015 2:50	7/1/2015 2:51	241	21
908983910-Overall	7/1/2015 2:50	7/1/2015 2:51	66	22
1951210032-Overall	7/1/2015 2:50	7/1/2015 2:51	975	39
167203295-Overall	7/1/2015 2:50	7/1/2015 2:51	177	29
331804188-Overall	7/1/2015 2:50	7/1/2015 2:51	289	32
1275104184-Overall	7/1/2015 2:50	7/1/2015 2:51	45	35
77863289-Overall	7/1/2015 2:50	7/1/2015 2:51	85	36
687157380-Overall	7/1/2015 2:50	7/1/2015 2:51	772	23
1741156914-Overall	7/1/2015 2:50	7/1/2015 2:51	339	24
782435385-Overall	7/1/2015 2:50	7/1/2015 2:51	2270	37
1144586020-Overall	7/1/2015 2:50	7/1/2015 2:51	1398	38
1144586020-Overall	7/1/2015 2:51	7/1/2015 2:52	652	38
782435385-Overall	7/1/2015 2:51	7/1/2015 2:52	2276	37
1951210032-Overall	7/1/2015 2:51	7/1/2015 2:52	975	39
1870305884-Overall	7/1/2015 2:51	7/1/2015 2:52	146	28
1949724277-Overall	7/1/2015 2:51	7/1/2015 2:52	480	25
908983910-Overall	7/1/2015 2:51	7/1/2015 2:52	68	22
1454442161-Overall	7/1/2015 2:51	7/1/2015 2:52	242	21
1741156914-Overall	7/1/2015 2:51	7/1/2015 2:52	337	24
687157380-Overall	7/1/2015 2:51	7/1/2015 2:52	774	23
331804188-Overall	7/1/2015 2:51	7/1/2015 2:52	292	32
167203295-Overall	7/1/2015 2:51	7/1/2015 2:52	178	29
77863289-Overall	7/1/2015 2:51	7/1/2015 2:52	98	36
1275104184-Overall	7/1/2015 2:51	7/1/2015 2:52	45	35
1275104184-Overall	7/1/2015 2:52	7/1/2015 2:53	45	35
77863289-Overall	7/1/2015 2:52	7/1/2015 2:53	91	36
1949724277-Overall	7/1/2015 2:52	7/1/2015 2:53	469	25
1870305884-Overall	7/1/2015 2:52	7/1/2015 2:53	147	28
782435385-Overall	7/1/2015 2:52	7/1/2015 2:53	2284	37
1144586020-Overall	7/1/2015 2:52	7/1/2015 2:53	651	38
1951210032-Overall	7/1/2015 2:52	7/1/2015 2:53	973	39
167203295-Overall	7/1/2015 2:52	7/1/2015 2:53	178	29
331804188-Overall	7/1/2015 2:52	7/1/2015 2:53	292	32
1454442161-Overall	7/1/2015 2:52	7/1/2015 2:53	239	21
908983910-Overall	7/1/2015 2:52	7/1/2015 2:53	67	22
687157380-Overall	7/1/2015 2:52	7/1/2015 2:53	772	23
1741156914-Overall	7/1/2015 2:52	7/1/2015 2:53	343	24
1741156914-Overall	7/1/2015 2:53	7/1/2015 2:54	343	24
687157380-Overall	7/1/2015 2:53	7/1/2015 2:54	796	23
1144586020-Overall	7/1/2015 2:53	7/1/2015 2:54	652	38
782435385-Overall	7/1/2015 2:53	7/1/2015 2:54	2277	37
77863289-Overall	7/1/2015 2:53	7/1/2015 2:54	102	36
1275104184-Overall	7/1/2015 2:53	7/1/2015 2:54	45	35
1870305884-Overall	7/1/2015 2:53	7/1/2015 2:54	148	28
1949724277-Overall	7/1/2015 2:53	7/1/2015 2:54	474	25
908983910-Overall	7/1/2015 2:53	7/1/2015 2:54	66	22
1454442161-Overall	7/1/2015 2:53	7/1/2015 2:54	238	21
1951210032-Overall	7/1/2015 2:53	7/1/2015 2:54	976	39
331804188-Overall	7/1/2015 2:53	7/1/2015 2:54	293	32
167203295-Overall	7/1/2015 2:53	7/1/2015 2:54	229	29
167203295-Overall	7/1/2015 2:54	7/1/2015 2:55	254	29
331804188-Overall	7/1/2015 2:54	7/1/2015 2:55	290	32
1275104184-Overall	7/1/2015 2:54	7/1/2015 2:55	126	35
77863289-Overall	7/1/2015 2:54	7/1/2015 2:55	164	36
687157380-Overall	7/1/2015 2:54	7/1/2015 2:55	775	23
1741156914-Overall	7/1/2015 2:54	7/1/2015 2:55	340	24
782435385-Overall	7/1/2015 2:54	7/1/2015 2:55	2261	37
1144586020-Overall	7/1/2015 2:54	7/1/2015 2:55	653	38
1951210032-Overall	7/1/2015 2:54	7/1/2015 2:55	972	39
1949724277-Overall	7/1/2015 2:54	7/1/2015 2:55	489	25
1870305884-Overall	7/1/2015 2:54	7/1/2015 2:55	148	28
1454442161-Overall	7/1/2015 2:54	7/1/2015 2:55	236	21
908983910-Overall	7/1/2015 2:54	7/1/2015 2:55	67	22
908983910-Overall	7/1/2015 2:55	7/1/2015 2:56	66	22
1454442161-Overall	7/1/2015 2:55	7/1/2015 2:56	238	21
1741156914-Overall	7/1/2015 2:55	7/1/2015 2:56	337	24
687157380-Overall	7/1/2015 2:55	7/1/2015 2:56	553	23
331804188-Overall	7/1/2015 2:55	7/1/2015 2:56	290	32
167203295-Overall	7/1/2015 2:55	7/1/2015 2:56	249	29
77863289-Overall	7/1/2015 2:55	7/1/2015 2:56	159	36
1275104184-Overall	7/1/2015 2:55	7/1/2015 2:56	170	35
1870305884-Overall	7/1/2015 2:55	7/1/2015 2:56	141	28
1949724277-Overall	7/1/2015 2:55	7/1/2015 2:56	473	25
1144586020-Overall	7/1/2015 2:55	7/1/2015 2:56	651	38
782435385-Overall	7/1/2015 2:55	7/1/2015 2:56	2276	37
1951210032-Overall	7/1/2015 2:55	7/1/2015 2:56	880	39
1951210032-Overall	7/1/2015 2:56	7/1/2015 2:57	880	39
167203295-Overall	7/1/2015 2:56	7/1/2015 2:57	246	29
331804188-Overall	7/1/2015 2:56	7/1/2015 2:57	289	32
1454442161-Overall	7/1/2015 2:56	7/1/2015 2:57	255	21
908983910-Overall	7/1/2015 2:56	7/1/2015 2:57	255	22
687157380-Overall	7/1/2015 2:56	7/1/2015 2:57	334	23
1741156914-Overall	7/1/2015 2:56	7/1/2015 2:57	337	24
782435385-Overall	7/1/2015 2:56	7/1/2015 2:57	2278	37
1144586020-Overall	7/1/2015 2:56	7/1/2015 2:57	651	38
1275104184-Overall	7/1/2015 2:56	7/1/2015 2:57	168	35
77863289-Overall	7/1/2015 2:56	7/1/2015 2:57	156	36
1949724277-Overall	7/1/2015 2:56	7/1/2015 2:57	476	25
1870305884-Overall	7/1/2015 2:56	7/1/2015 2:57	206	28
1870305884-Overall	7/1/2015 2:57	7/1/2015 2:58	196	28
1949724277-Overall	7/1/2015 2:57	7/1/2015 2:58	467	25
908983910-Overall	7/1/2015 2:57	7/1/2015 2:58	194	22
1454442161-Overall	7/1/2015 2:57	7/1/2015 2:58	240	21
1951210032-Overall	7/1/2015 2:57	7/1/2015 2:58	879	39
331804188-Overall	7/1/2015 2:57	7/1/2015 2:58	299	32
167203295-Overall	7/1/2015 2:57	7/1/2015 2:58	245	29
77863289-Overall	7/1/2015 2:57	7/1/2015 2:58	152	36
1275104184-Overall	7/1/2015 2:57	7/1/2015 2:58	167	35
1741156914-Overall	7/1/2015 2:57	7/1/2015 2:58	341	24
687157380-Overall	7/1/2015 2:57	7/1/2015 2:58	334	23
1144586020-Overall	7/1/2015 2:57	7/1/2015 2:58	651	38
782435385-Overall	7/1/2015 2:57	7/1/2015 2:58	2377	37
782435385-Overall	7/1/2015 2:58	7/1/2015 2:59	2371	37
1144586020-Overall	7/1/2015 2:58	7/1/2015 2:59	649	38
1951210032-Overall	7/1/2015 2:58	7/1/2015 2:59	880	39
1949724277-Overall	7/1/2015 2:58	7/1/2015 2:59	491	25
1870305884-Overall	7/1/2015 2:58	7/1/2015 2:59	196	28
1454442161-Overall	7/1/2015 2:58	7/1/2015 2:59	238	21
908983910-Overall	7/1/2015 2:58	7/1/2015 2:59	186	22
687157380-Overall	7/1/2015 2:58	7/1/2015 2:59	334	23
1741156914-Overall	7/1/2015 2:58	7/1/2015 2:59	337	24
167203295-Overall	7/1/2015 2:58	7/1/2015 2:59	244	29
331804188-Overall	7/1/2015 2:58	7/1/2015 2:59	375	32
1275104184-Overall	7/1/2015 2:58	7/1/2015 2:59	167	35
77863289-Overall	7/1/2015 2:58	7/1/2015 2:59	151	36
77863289-Overall	7/1/2015 2:59	7/1/2015 3:00	149	36
1275104184-Overall	7/1/2015 2:59	7/1/2015 3:00	168	35
1870305884-Overall	7/1/2015 2:59	7/1/2015 3:00	193	28
1949724277-Overall	7/1/2015 2:59	7/1/2015 3:00	489	25
1144586020-Overall	7/1/2015 2:59	7/1/2015 3:00	652	38
782435385-Overall	7/1/2015 2:59	7/1/2015 3:00	2369	37
1951210032-Overall	7/1/2015 2:59	7/1/2015 3:00	880	39
331804188-Overall	7/1/2015 2:59	7/1/2015 3:00	329	32
167203295-Overall	7/1/2015 2:59	7/1/2015 3:00	243	29
908983910-Overall	7/1/2015 2:59	7/1/2015 3:00	185	22
1454442161-Overall	7/1/2015 2:59	7/1/2015 3:00	246	21
1741156914-Overall	7/1/2015 2:59	7/1/2015 3:00	341	24
687157380-Overall	7/1/2015 2:59	7/1/2015 3:00	331	23
687157380-Overall	7/1/2015 3:00	7/1/2015 3:01	311	23
1741156914-Overall	7/1/2015 3:00	7/1/2015 3:01	333	24
782435385-Overall	7/1/2015 3:00	7/1/2015 3:01	2265	37
1144586020-Overall	7/1/2015 3:00	7/1/2015 3:01	651	38
1275104184-Overall	7/1/2015 3:00	7/1/2015 3:01	167	35
77863289-Overall	7/1/2015 3:00	7/1/2015 3:01	152	36
1949724277-Overall	7/1/2015 3:00	7/1/2015 3:01	485	25
1870305884-Overall	7/1/2015 3:00	7/1/2015 3:01	194	28
1454442161-Overall	7/1/2015 3:00	7/1/2015 3:01	175	21
908983910-Overall	7/1/2015 3:00	7/1/2015 3:01	183	22
1951210032-Overall	7/1/2015 3:00	7/1/2015 3:01	883	39
167203295-Overall	7/1/2015 3:00	7/1/2015 3:01	244	29
331804188-Overall	7/1/2015 3:00	7/1/2015 3:01	325	32
331804188-Overall	7/1/2015 3:01	7/1/2015 3:02	327	32
167203295-Overall	7/1/2015 3:01	7/1/2015 3:02	243	29
77863289-Overall	7/1/2015 3:01	7/1/2015 3:02	149	36
1275104184-Overall	7/1/2015 3:01	7/1/2015 3:02	167	35
1741156914-Overall	7/1/2015 3:01	7/1/2015 3:02	333	24
687157380-Overall	7/1/2015 3:01	7/1/2015 3:02	275	23
1144586020-Overall	7/1/2015 3:01	7/1/2015 3:02	649	38
782435385-Overall	7/1/2015 3:01	7/1/2015 3:02	2244	37
1951210032-Overall	7/1/2015 3:01	7/1/2015 3:02	883	39
1870305884-Overall	7/1/2015 3:01	7/1/2015 3:02	193	28
1949724277-Overall	7/1/2015 3:01	7/1/2015 3:02	481	25
908983910-Overall	7/1/2015 3:01	7/1/2015 3:02	184	22
1454442161-Overall	7/1/2015 3:01	7/1/2015 3:02	168	21
1454442161-Overall	7/1/2015 3:02	7/1/2015 3:03	162	21
908983910-Overall	7/1/2015 3:02	7/1/2015 3:03	184	22
687157380-Overall	7/1/2015 3:02	7/1/2015 3:03	724	23
1741156914-Overall	7/1/2015 3:02	7/1/2015 3:03	338	24
167203295-Overall	7/1/2015 3:02	7/1/2015 3:03	246	29
331804188-Overall	7/1/2015 3:02	7/1/2015 3:03	326	32
1275104184-Overall	7/1/2015 3:02	7/1/2015 3:03	166	35
77863289-Overall	7/1/2015 3:02	7/1/2015 3:03	153	36
1949724277-Overall	7/1/2015 3:02	7/1/2015 3:03	463	25
1870305884-Overall	7/1/2015 3:02	7/1/2015 3:03	192	28
782435385-Overall	7/1/2015 3:02	7/1/2015 3:03	2242	37
1144586020-Overall	7/1/2015 3:02	7/1/2015 3:03	649	38
1951210032-Overall	7/1/2015 3:02	7/1/2015 3:03	971	39
1951210032-Overall	7/1/2015 3:03	7/1/2015 3:04	970	39
331804188-Overall	7/1/2015 3:03	7/1/2015 3:04	328	32
167203295-Overall	7/1/2015 3:03	7/1/2015 3:04	243	29
908983910-Overall	7/1/2015 3:03	7/1/2015 3:04	180	22
1454442161-Overall	7/1/2015 3:03	7/1/2015 3:04	157	21
1741156914-Overall	7/1/2015 3:03	7/1/2015 3:04	339	24
